"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"PNB","EQ","07-Jun-2021","         43.10","         43.00","         43.10","         41.85","         42.15","         42.10","         42.25","  157004801","          6633568263.85","     192053","   57799862","         36.81"
"PNB","EQ","08-Jun-2021","         42.10","         42.50","         42.60","         41.30","         41.45","         41.45","         41.72","  104992723","          4379819570.70","     131508","   33934222","         32.32"
"PNB","EQ","09-Jun-2021","         41.45","         41.55","         42.35","         40.05","         40.65","         40.60","         41.42","  149730470","          6202209471.55","     155733","   40798956","         27.25"
"PNB","EQ","10-Jun-2021","         40.60","         41.10","         42.85","         41.00","         42.55","         42.50","         42.01","  208415707","          8756320956.35","     181925","   53985553","         25.90"
"PNB","EQ","11-Jun-2021","         42.50","         42.90","         43.10","         41.80","         42.05","         42.05","         42.33","   91371585","          3867357509.90","      99158","   20256927","         22.17"
"PNB","EQ","14-Jun-2021","         42.05","         41.80","         43.75","         40.40","         42.80","         43.05","         42.30","  192209398","          8130376171.05","     190973","   34068984","         17.72"
"PNB","EQ","15-Jun-2021","         43.05","         42.90","         43.25","         42.30","         42.40","         42.40","         42.70","   72824813","          3109981538.75","     100644","   21616082","         29.68"
"PNB","EQ","16-Jun-2021","         42.40","         42.30","         42.90","         41.60","         41.75","         41.75","         42.15","   70156923","          2957453575.65","      82811","   17807526","         25.38"
"PNB","EQ","17-Jun-2021","         41.75","         41.10","         42.10","         40.85","         41.10","         41.10","         41.41","   79183021","          3278865971.10","      90240","   19421222","         24.53"
"PNB","EQ","18-Jun-2021","         41.10","         41.50","         41.70","         38.90","         40.45","         40.30","         40.21","  117416542","          4720889461.50","     142125","   26748890","         22.78"
"PNB","EQ","21-Jun-2021","         40.30","         39.50","         41.90","         39.20","         41.80","         41.70","         40.67","  116450769","          4735950250.10","     124260","   23853013","         20.48"
"PNB","EQ","22-Jun-2021","         41.70","         42.05","         42.75","         41.05","         41.20","         41.30","         42.04","  137367867","          5774894714.45","     140414","   31535533","         22.96"
"PNB","EQ","23-Jun-2021","         41.30","         41.50","         42.95","         41.30","         42.20","         42.25","         42.37","  205772277","          8717633442.55","     215565","   47500045","         23.08"
"PNB","EQ","24-Jun-2021","         42.25","         42.60","         42.80","         41.40","         41.90","         41.55","         41.98","  109853745","          4611176443.05","     130935","   26071779","         23.73"
"PNB","EQ","25-Jun-2021","         41.55","         42.00","         42.70","         41.70","         42.20","         42.30","         42.31","  111022988","          4697751945.85","     120420","   22167688","         19.97"
"PNB","EQ","28-Jun-2021","         42.30","         42.95","         43.70","         42.60","         43.30","         43.35","         43.20","  165596285","          7153448108.30","     191222","   35333435","         21.34"
"PNB","EQ","29-Jun-2021","         43.35","         43.45","         43.90","         42.90","         43.05","         43.00","         43.38","  137925510","          5983369972.00","     148227","   24599324","         17.84"
"PNB","EQ","30-Jun-2021","         43.00","         43.25","         43.45","         42.15","         42.30","         42.30","         42.85","   88216025","          3779878371.55","     105953","   18468031","         20.94"
"PNB","EQ","01-Jul-2021","         42.30","         42.40","         42.75","         42.15","         42.45","         42.35","         42.42","   79292862","          3363410231.15","      90786","   10787227","         13.60"
"PNB","EQ","02-Jul-2021","         42.35","         42.55","         42.70","         41.90","         42.15","         42.10","         42.30","   82307112","          3481884040.65","      87047","   12462492","         15.14"
"PNB","EQ","05-Jul-2021","         42.10","         42.40","         42.45","         41.95","         42.25","         42.30","         42.18","   50276083","          2120743396.55","      68636","   13917173","         27.68"
"PNB","EQ","06-Jul-2021","         42.30","         42.20","         42.85","         41.50","         41.70","         41.85","         42.25","   60698228","          2564617310.95","      86121","   17333298","         28.56"
"PNB","EQ","07-Jul-2021","         41.85","         41.80","         42.05","         41.55","         41.80","         41.70","         41.78","   41710161","          1742455303.60","      72012","   10529016","         25.24"
"PNB","EQ","08-Jul-2021","         41.70","         41.80","         42.25","         40.90","         41.20","         41.05","         41.51","   60454510","          2509578604.40","      82166","   18612197","         30.79"
"PNB","EQ","09-Jul-2021","         41.05","         41.10","         41.20","         40.85","         41.00","         41.00","         41.03","   45122471","          1851432720.90","      66557","    9076165","         20.11"
"PNB","EQ","12-Jul-2021","         41.00","         41.10","         41.45","         40.80","         40.85","         40.90","         41.14","   38587491","          1587317656.90","      62415","   11904314","         30.85"
"PNB","EQ","13-Jul-2021","         40.90","         41.05","         41.25","         40.85","         40.95","         40.90","         41.01","   33738717","          1383753809.70","      80249","   10655141","         31.58"
"PNB","EQ","14-Jul-2021","         40.90","         41.00","         41.10","         40.55","         40.60","         40.70","         40.85","   27627264","          1128467586.25","      48542","    8637384","         31.26"
"PNB","EQ","15-Jul-2021","         40.70","         40.80","         40.90","         40.30","         40.40","         40.35","         40.57","   32145976","          1304044765.90","      66043","   10476941","         32.59"
"PNB","EQ","16-Jul-2021","         40.35","         40.40","         41.20","         40.30","         40.75","         40.85","         40.69","   41560170","          1690899204.70","      84256","   11588631","         27.88"
"PNB","EQ","19-Jul-2021","         40.85","         40.50","         40.70","         40.10","         40.30","         40.30","         40.41","   31864818","          1287513547.80","      86483","   12155186","         38.15"
"PNB","EQ","20-Jul-2021","         40.30","         40.15","         40.40","         39.45","         39.75","         39.75","         39.84","   48757312","          1942678809.35","      87288","   13605176","         27.90"
"PNB","EQ","22-Jul-2021","         39.75","         40.45","         40.60","         39.90","         40.00","         40.00","         40.30","   53618639","          2161013541.85","      64464","   13722924","         25.59"
"PNB","EQ","23-Jul-2021","         40.00","         40.10","         40.30","         39.70","         39.85","         40.05","         39.99","   42958166","          1718068222.65","      63988","    8535701","         19.87"
"PNB","EQ","26-Jul-2021","         40.05","         39.95","         40.15","         39.25","         39.40","         39.35","         39.72","   39507185","          1569046229.85","      60856","    8714101","         22.06"
"PNB","EQ","27-Jul-2021","         39.35","         39.50","         40.00","         39.05","         39.10","         39.15","         39.43","   41915784","          1652778581.00","      51810","    7483492","         17.85"
"PNB","EQ","28-Jul-2021","         39.15","         39.20","         39.30","         38.10","         38.40","         38.40","         38.53","   57230970","          2205121247.05","      81898","   14528619","         25.39"
"PNB","EQ","29-Jul-2021","         38.40","         38.60","         39.70","         38.25","         39.70","         39.40","         38.90","   63854550","          2484048894.65","      75325","   13568198","         21.25"
"PNB","EQ","30-Jul-2021","         39.40","         39.50","         40.00","         39.25","         39.40","         39.50","         39.61","   45647205","          1808020233.10","      57185","    8042580","         17.62"
"PNB","EQ","02-Aug-2021","         39.50","         39.75","         40.95","         39.60","         40.90","         40.70","         40.46","   64896737","          2625507304.80","      91021","   16928577","         26.09"
"PNB","EQ","03-Aug-2021","         40.70","         41.50","         41.50","         40.05","         40.25","         40.30","         40.53","  100994147","          4092843707.40","     127187","   24810366","         24.57"
"PNB","EQ","04-Aug-2021","         40.30","         40.50","         40.65","         39.30","         39.40","         39.40","         39.93","   79555428","          3176527111.95","      84566","   15549997","         19.55"
"PNB","EQ","05-Aug-2021","         39.40","         39.50","         39.55","         38.20","         38.65","         38.85","         38.70","   62226173","          2407879513.85","      77539","   13284031","         21.35"
"PNB","EQ","06-Aug-2021","         38.85","         39.00","         39.80","         38.75","         39.60","         39.55","         39.25","   62616916","          2457781662.30","      62550","   14351468","         22.92"
